"data"	"Freq"
"0.56"	127
"0.83"	94
"0.55"	82
"0.53"	75
"0.61"	68
"0.59"	65
"0.57"	63
"0.6"	62
"0.69"	58
"0.8"	58
"0.58"	54
"0.64"	53
"0.72"	53
"0.51"	49
"0.63"	49
"0.66"	49
"0.54"	48
"0.67"	47
"0.65"	46
"0.52"	42
"0.62"	40
"0.7"	36
"0.74"	36
"0.76"	35
"0.73"	34
"0.68"	32
"0.75"	31
"0.77"	31
"0.71"	29
"0.81"	28
"0.86"	25
"0.79"	23
"0.84"	23
"0.5"	19
"0.82"	19
"0.78"	17
"0.88"	17
"0.9"	12
"0.85"	10
"0.89"	10
"0.91"	9
"0.87"	5
"0.92"	5
"0.94"	5
"0.93"	4
